STATION,NETWORK,ADDRESS,CITY,STATE,ZIP,AMPS,KW,NON_KWH,MEM_KWH,MEM_FEE_PER_MONTH,RATE_PER_MIN,FLATE_FEE
LADWP - Distributing Station 28,Shell Recharge,11107 Nebraska Avenue,Los Angeles,CA,90025,125,50,0,NULL,NULL,NULL,NULL
Brea Mall,Electrify America,1065 Brea Mall Drive,Brea,CA,92821,875,350,0.43,0.31,4,NULL,NULL
Hilton Hotel,"EVConnect, EVCS",225 West Valley Boulevard,San Gabriel,CA,91776,120,50,0,NULL,NULL,NULL,NULL
Valley Hi Kia,ChargePoint,14644 Valley Center Drive,Victorville,CA,92395,50,24,0.4,NULL,NULL,NULL,NULL
Westfield Century City,Electrify America,10250 Santa Monica Boulevard,Los Angeles,CA,90067,875,350,0.43,0.31,4,NULL,NULL
Mojave Airport & Spaceport,EVConnect,1434 Flight Line,Mojave,CA,93501,120,50,0,NULL,NULL,NULL,NULL
California Institute of Technology - North Wilson Parking Structure,None,341 South Wilson Avenue,Pasadena,CA,91125,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sgt. Steve Owen Memorial Park,"ChargePoint, EVConnect",43063 10TH Street West,Lancaster,CA,93534,27,6.5,0.26,NULL,NULL,NULL,NULL
Walmart,Electrify America,1827 Walnut Grove Avenue,Rosemead,CA,91770,875,350,0.43,0.31,4,NULL,NULL
Target,Electrify America,3300 South Bristol Street,Santa Ana,CA,92704,875,350,0.43,0.31,4,NULL,NULL
Bank of America,Electrify America,850 North Broadway,Los Angeles,CA,90012,875,350,0.43,0.31,4,NULL,NULL
Bank of America,Electrify America,941 North Tustin Street,Orange,CA,92867,875,350,0.43,0.31,4,NULL,NULL
Ralphs 71,Electrify America,12075 EUCLID Street,GARDEN GROVE,CA,92840,875,350,0.43,0.31,4,NULL,NULL
76 - City of Industry,None,1010 Fairway Drive,City of Industry,CA,91789,NULL,NULL,NULL,NULL,NULL,0.33,NULL
Ralphs,Electrify America,330 North ATLANTIC Boulevard EV,Monterey Park,CA,91754,875,350,0.43,0.31,4,NULL,NULL
Target,Electrify America,888 West Arrow Highway,San Dimas,CA,91773,875,350,0.43,0.31,4,NULL,NULL
Cypress Village - Irvine Company,Electrify America,14001 Jeffrey Road,Irvine,CA,92620,875,350,0.43,0.31,4,NULL,NULL
Tejon Pass Rest Area - I5 South,None,Interstate 5 Mile Marker 206,Lebec,CA,93243,NULL,NULL,0,NULL,NULL,NULL,NULL
2728 Lenwood Road,ChargePoint,2728 Lenwood Road,Barstow,CA,92311,62,62,0,NULL,NULL,NULL,NULL
Las Rocas Bar & Grill,ChargePoint,27923 Sloan Canyon Road,Castaic,CA,91384,62,62,0.58,NULL,NULL,NULL,NULL
4550 West Pico Boulevard,ChargePoint,4550 West Pico Boulevard,Los Angeles,CA,90019,100,50,0.2,NULL,NULL,0.35,NULL
Robertson's Palmdale Honda,ChargePoint,455 Auto Vista Drive,Palmdale,CA,93551,100,50,0,NULL,NULL,NULL,NULL
Torrance Columbia,ChargePoint,4045 190th Street,Torrance,CA,90504,100,50,NULL,NULL,NULL,0.49,NULL
Kohl's,ChargePoint,19307 Golden Valley Road,Santa Clarita,CA,91321,62,62,0.58,NULL,NULL,NULL,NULL
G&m Oil,ChargePoint,6101 West Manchester Avenue,Los Angeles,CA,90045,100,50,0.15,NULL,NULL,NULL,NULL
G&M Oil Chevron,ChargePoint,101 East Lambert Road,La Habra,CA,90631,100,50,0.15,NULL,NULL,NULL,NULL
G&M Oil Chevron #115,ChargePoint,313 Orangethorpe,Placentia,CA,92870,62,62,0.15,NULL,NULL,NULL,NULL
G&M Oil,ChargePoint,7501 Katella Avenue,Stanton,CA,90680,100,50,0.15,NULL,NULL,NULL,NULL
A&A Protective Services Inc.,ChargePoint,1 Civic Center Plaza,Irvine,CA,92606,62,62,0.35,NULL,NULL,NULL,NULL
Denny's,ChargePoint,16262 Sierra Highway,Mojave,CA,93501,62,62,0.58,NULL,NULL,NULL,NULL
Walmart,Electrify America,8500 WASHINGTON Boulevard,Pico Rivera,CA,90660,875,350,0.43,0.31,4,NULL,NULL
Bank of America,Electrify America,11525 CRENSHAW Boulevard,Inglewood,CA,90303,875,350,0.43,0.31,4,NULL,NULL
185 Nieto Ave Parking,ChargePoint,180 Granada Avenue,Long Beach,CA,90803,62,62,0.26,NULL,NULL,NULL,NULL
"Target T0229 - Cypress, CA",Electrify America,6835 Katella Avenue,Cypress,CA,90630,875,350,0.43,0.31,4,NULL,NULL
The Coffee Bean and Tea Leaf,EVgo,5865 East Spring Street,Long Beach,CA,90808,125,50,0.35,0.3,6.99,NULL,NULL
17430 Brookhurst Street,Electrify America,17430 Brookhurst Street,Fountain Valley,CA,92708,875,350,0.43,0.31,4,NULL,NULL
LADOT Lot 670,"EVConnect, EVCS",1710 North Cherokee Avenue,Los Angeles,CA,90028,NULL,NULL,0.3,NULL,NULL,NULL,NULL
Westminster Mall,EVgo,1025 Westminster Mall,Westminster,CA,92683,125,50,0.35,0.3,6.99,NULL,NULL
Bartels' Harley-Davidson,ChargePoint,4141 Lincoln Boulevard,Marina del Rey,CA,90292,50,24,0,NULL,NULL,NULL,NULL
First Nissan,None,2325 1st Street,Simi Valley,CA,93065,NULL,NULL,0,NULL,NULL,NULL,NULL
HollyWest Promenade,EVgo,5455 Hollywood Boulevard,Los Angeles,CA,90027,125,50,0.32,0.28,6.99,NULL,NULL
G&M Oil Chevron,ChargePoint,8032 Garden Grove Boulevard,Garden Grove,CA,92844,100,50,0.15,NULL,NULL,NULL,NULL
SCAQMD Offices,EVgo,21865 Copley Drive,Diamond Bar,CA,91765,125,50,0.35,0.3,6.99,NULL,NULL
Palos Verdes Library District,Electrify America,701 Silver Spur Road,Rolling Hills Estates,CA,90274,875,350,0.43,0.31,4,NULL,NULL
Test Parking Lot,EVConnect,20000 Vermont Avenue,torrance,CA,90502,125,50,0,NULL,NULL,NULL,NULL
Los Angeles Fine Arts & Wine Storage,EVConnect,2290 South Centinela Avenue,Los Angeles,CA,90064,125,50,0.4,NULL,NULL,NULL,1
The SW by CLG,EVConnect,11311 La Grange,Los Angeles,CA,90025,125,50,0.37,NULL,NULL,NULL,1
6404 Wilshire Boulevard,EVConnect,6404 Wilshire Boulevard,Los Angeles,CA,90048,125,50,0.35,NULL,NULL,NULL,1
Franklin Towers,EVConnect,7250 Franklin Avenue,West Hollywood,CA,90046,125,50,0.3,NULL,NULL,NULL,1
Garage 745 - Hollywood and Highland,EVgo,6801 Hollywood Boulevard,Los Angeles,CA,90028,125,50,0.32,0.28,6.99,NULL,NULL
IQAir,EVgo,14351 Firestone Boulevard,La Mirada,CA,90638,125,50,0.35,0.3,6.99,NULL,NULL
Hsi Lai Center,"SemaConnect, EVgo",3130 Colima Road,Hacienda Heights,CA,91745,30,7.2,0.28,NULL,NULL,NULL,NULL
Malibu Village,Electrify America,3822 Cross Creek Road,Malibu,CA,90265,875,350,0.43,0.31,4,NULL,NULL
Thailand Plaza,EVConnect,5321 Hollywood Boulevard,Los Angeles,CA,90027,125,50,0.35,NULL,NULL,NULL,1
1200 Wilshire Boulevard Public Parking Structure,EVConnect,1200 Wilshire Boulevard,Los Angeles,CA,90017,125,50,0.35,NULL,NULL,NULL,1
Lot 29,EVgo,1636 5th Street,Santa Monica,CA,90401,125,50,0.35,0.3,6.99,NULL,NULL
Figueroa Plaza,Shell Recharge,201 North Figueroa Street,Los Angeles,CA,90012,125,50,0,NULL,NULL,NULL,NULL
Shell,Shell Recharge,1518 North Garey Avenue,Pomona,CA,91767,125,50,0.39,NULL,NULL,NULL,NULL
Target,Electrify America,3100 Baldwin Park Boulevard,Baldwin Park,CA,91706,875,350,0.43,0.31,4,NULL,NULL
232 Bennett Avenue,Unknown (edit),232 Bennett Avenue,Long Beach,CA,90803,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Irvine Lanes,EVgo,3415 Michelson Drive,Irvine,CA,92612,125,50,0.35,0.3,6.99,NULL,NULL
Calabasas Rondell Smart Park,EVgo,26300 Rondell Street,Calabasas,CA,91301,125,50,0.35,0.3,6.99,NULL,NULL
Mercedes-Benz of Valencia,ChargePoint,23355 Valencia Boulevard,Santa Clarita,CA,91355,62,62,2,NULL,NULL,0.33,NULL
Westfield Culver City,Electrify America,6000 Sepulveda Boulevard,Culver City,CA,90230,875,350,0.43,0.31,4,NULL,NULL
Westfield Santa Anita,Electrify America,400 South Baldwin Avenue,Arcadia,CA,91007,875,350,0.43,0.31,4,NULL,NULL
City of Los Angeles Lot 687,EVCS,7141 Remmet Avenue,Canoga Park,CA,91303,NULL,NULL,NULL,NULL,NULL,NULL,NULL
City of Los Angeles Lot 657,EVCS,221 South Avenue 22,Los Angeles,CA,90031,NULL,NULL,NULL,NULL,NULL,NULL,NULL
City of Los Angeles Lot 653,EVCS,1547 Corinth Avenue,Los Angeles,CA,90025,NULL,NULL,NULL,NULL,NULL,NULL,NULL
City of Los Angeles Lot 652,EVCS,1530 Butler Avenue,Los Angeles,CA,90025,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Civic Center,ChargePoint,14101-14147 13th Street,Westminster,CA,92683,100,50,0.28,NULL,NULL,NULL,3
BP City Hall,ChargePoint,7871 Pinchot Ct,Buena Park,CA,90621,100,50,0.25,NULL,NULL,NULL,NULL
Hilton,ChargePoint,27710 The Old Road,Valencia,CA,91355,62,62,0.58,NULL,NULL,NULL,NULL
Eddies Y,ChargePoint,36017 Calico Boulevard,Yermo,CA,92398,62,62,0.58,NULL,NULL,NULL,NULL
Long Beach Nieto Avenue,ChargePoint,185 Nieto Avenue,Long Beach,CA,90803,62,62,0.26,NULL,NULL,NULL,NULL
Trophy Mercedes-Benz Of Encino,ChargePoint,16721 Ventura Boulevard,Los Angeles,CA,91436,62,62,2,NULL,NULL,3,NULL
Target,Electrify America,1893 West MALVERN Avenue,FULLERTON,CA,92833,875,350,0.43,0.31,4,NULL,NULL
Pacific Place Shopping Center,EVgo,506 Workman Mill Road,La Puente,CA,91746,125,50,0.35,0.3,6.99,NULL,NULL
Newport Coast Community Center,EVgo,6401 San Joaquin Hills Road,Newport Coast,CA,92657,125,50,0.35,0.3,6.99,NULL,NULL
Gardena Plaza,EVgo,1420 West Redondo Beach Boulevard,Gardena,CA,90247,125,50,0.35,0.3,6.99,NULL,NULL
Fairfield Inn & Suites Tustin,EVgo,15011 Newport Avenue,Tustin,CA,92780,125,50,0.35,0.3,6.99,NULL,NULL
City of Palmdale - Park and Ride,EVCS,210 East Avenue South,Palmdale,CA,93550,NULL,NULL,0.3,NULL,NULL,NULL,NULL
Vestar Shops at Rossmoor,Electrify America,12201 Seal Beach Boulevard,Seal Beach,CA,90740,875,350,0.43,0.31,4,NULL,NULL
Spring Plaza,EVgo,5900 East Spring Street,Long Beach,CA,90815,125,50,0.35,0.3,6.99,NULL,NULL
Westfield Topanga,Electrify America,6600 Topanga Canyon Boulevard,Canoga Park,CA,91303,875,350,0.43,0.31,4,NULL,NULL
Propel Fuels - Shell,evGateway,1124 East Chapman Avenue,Fullerton,CA,92831,NULL,NULL,0.45,NULL,NULL,NULL,NULL
Pearson Fuels - 76,evGateway,19851 Esperanza Road,Yorba Linda,CA,92886,NULL,NULL,0.45,NULL,NULL,NULL,NULL
Nr Hyundai Station,ChargePoint,10901 183rd Street,Cerritos,CA,90703,62,62,0,NULL,NULL,NULL,NULL
Shopcore One Colorado,Electrify America,30 Union Street,Pasadena,CA,91103,875,350,0.43,0.31,4,NULL,NULL
Shopcore Northwood Town Center,Electrify America,4800 Irvine Blv,Irvine,CA,92620,875,350,0.43,0.31,4,NULL,NULL
Department of Health Services Administration,Powerflex,313 North Figueroa,Los Angeles,CA,90012,NULL,NULL,0.45,NULL,NULL,NULL,NULL
Best Western Plus - Meridian Inn & Suites,evGateway,720 The City Drive South,Orange,CA,92868,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Arroyo EV Charging Depot,Shell Recharge,64 East Glenarm Street,Pasadena,CA,91106,125,50,0,NULL,NULL,NULL,NULL
Claremont Star,EVgo,415 West Foothill Boulevard,Claremont,CA,91711,125,50,0.35,0.3,6.99,NULL,NULL
Anaheim La Palma Mall,None,5624 East La Palma Avenue,Anaheim,CA,92807,NULL,NULL,0.45,NULL,NULL,NULL,NULL
Tustin Mall 17th,None,17612 17th Street,Tustin,CA,92780,NULL,NULL,0.45,NULL,NULL,NULL,NULL
Anaheim La Palma Mall,None,5638 East La Palma Avenue,Anaheim,CA,92807,NULL,NULL,0.45,NULL,NULL,NULL,NULL
"Fashion Island (Newport Beach, CA)",Electrify America,401 Newport Center Drive,Newport Beach,CA,92660,875,350,0.43,0.31,4,NULL,NULL
Audi West Covina,None,2016 East Garvey Avenue South,West Covina,CA,91791,NULL,NULL,0,NULL,NULL,NULL,NULL
Cal State LA Structure B 01,ChargePoint,1968-1982 Paseo Rancho Castilla,Los Angeles,CA,90032,100,50,0,NULL,NULL,NULL,NULL
Hampton Inn Los Angeles-Orange County-Cypress,EVgo,10900 Yamaha Way,Cypress,CA,90630,125,50,0.35,0.3,6.99,NULL,NULL
"Pavilions 2229 (Los Angeles, CA)",Electrify America,727 NORTH VINE STREET,Los Angeles,CA,90038,875,350,0.43,0.31,4,NULL,NULL
1100 North Main Street,EVConnect,1100 North Main Street,Los Angeles,CA,90012,95,50.1,0.3,NULL,NULL,NULL,1
Regency Seal Beach Center,Electrify America,901-1101 Pacific Coast Highway,Seal Beach,CA,90740,875,350,0.43,0.31,4,NULL,NULL
Holiday Inn Santa Ana,evGateway,2726 South Grand Avenue,Santa Ana,CA,92705,NULL,NULL,0.45,NULL,NULL,NULL,NULL
Aviation Park,ChargePoint,1935 Manhattan Beach Boulevard,Redondo Beach,CA,90278,62,62,0.4,NULL,NULL,NULL,NULL
LADWP LA Kretz Innovation Campus,EVgo,525 South Hewitt Street,Los Angeles,CA,90013,125,50,0.32,0.28,6.99,NULL,NULL
Valencia Crossroads,EVgo,24290 Valencia Boulevard,Valencia,CA,91355,125,50,0.35,0.3,6.99,NULL,NULL
Regency Westlake Plaza,Electrify America,2725-2785 Agoura Road,Westlake Village,CA,91361,875,350,0.43,0.31,4,NULL,NULL
KPC Healthcare Medical Center,EVCS,1001 North Tustin Avenue,Santa Ana,CA,92705,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ralphs,Electrify America,3410 West 3ed Street,Los Angeles,CA,90020,875,350,0.43,0.31,4,NULL,NULL
Prime Development - DCFC,EVCS,4110 Edison Avenue,Chino,CA,91710,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Jordan Avenue Lot 674 - DCFC,EVCS,7220 Jordan Avenue,Canoga Park,CA,91303,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Avalon Lot 696 - DCFC,EVCS,835 North Avalon Boulevard,Wilmington,CA,90744,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Five Points Plaza,EVgo,12030 Valley Boulevard,El Monte,CA,91732,125,50,0.35,0.3,6.99,NULL,NULL
Diamond Hills Plaza,EVgo,2825 South Diamond Bar Boulevard,Diamond Bar,CA,91765,125,50,0.35,0.3,6.99,NULL,NULL
KPC - Anaheim Global Medical Center,EVCS,1017 South Anaheim Boulevard,Anaheim,CA,92805,NULL,NULL,0.49,NULL,NULL,NULL,NULL
Centre on Seventeenth,EVgo,2000 East 17th Street,Santa Ana,CA,92705,125,50,0.35,0.3,6.99,NULL,NULL
Redondo Beach Plaza,EVgo,4001 Inglewood Avenue,Redondo Beach,CA,90278,125,50,0.35,0.3,6.99,NULL,NULL
Nissan of Bakersfield,None,2800 Pacheco Road,Bakersfield,CA,93313,NULL,NULL,0,NULL,NULL,NULL,NULL
Team Nissan - Oxnard,None,1801 Auto Center Drive,Oxnard,CA,93036,NULL,NULL,0,NULL,NULL,NULL,NULL
Trader Joe's Pacific View Mall North,EVgo,3301 East Main Street,Ventura,CA,93003,125,50,0.35,0.3,6.99,NULL,NULL
Mercedes-Benz of Oxnard,ChargePoint,1511 Auto Center Drive,Oxnard,CA,93036,62,62,0.4,NULL,NULL,NULL,NULL
Esplanade Shopping Center,EVgo,195 West Esplanade Drive,Oxnard,CA,93036,125,50,0.35,0.3,6.99,NULL,NULL
La Cumbre Plaza,EVgo,121 South Hope Avenue,Santa Barbara,CA,93105,125,50,0.35,0.3,6.99,NULL,NULL
Caltrans Maintenance Station - Delano,None,805 South Lexington Street,Delano,CA,93215,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Days Inn,None,14684 Aloma Street,Lost Hills,CA,93249,NULL,NULL,NULL,NULL,NULL,0.25,NULL
Walmart,EVgo,6225 Colony Street,Bakersfield,CA,93307,125,50,0.35,0.3,6.99,NULL,NULL
Walmart,EVgo,530 Woollomes Avenue,Delano,CA,93215,125,50,0.35,0.3,6.99,NULL,NULL
Strata Federal Credit Union,ChargePoint,1717 Truxtun Avenue,Bakersfield,CA,93301,100,50,NULL,NULL,NULL,0.05,NULL
"Ojai, CA Supercharger","Tesla, Electrify America",987 West OJAI Avenue,Ojai,CA,93023,180,72,NULL,NULL,NULL,NULL,NULL
Paradise Chevrolet,None,6350 Leland Street,Ventura,CA,93003,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200 Coffee Road,ChargePoint,200 Coffee Road,Bakersfield,CA,93309,50,24,0.18,NULL,NULL,NULL,NULL
Bakersfield Plaza,Electrify America,4310 California Avenue,Bakersfield,CA,93309,875,350,0.43,0.31,4,NULL,NULL
Countryside Market - Shell,Electrify America,9741 South Enos Lane,Bakersfield,CA,93311,875,350,0.43,0.31,4,NULL,NULL
DCH Audi - Oxnard,None,1600 Ventura Boulevard,Oxnard,CA,93036,NULL,NULL,0,NULL,NULL,NULL,NULL
20672 Tracy Avenue,ChargePoint,20673 Tracy Avenue,Buttonwillow,CA,93206,62,62,0.58,NULL,NULL,NULL,NULL
"Camarillo Premium Outlets (Camarillo, CA)",Electrify America,740 Ventura Boulevard,Camarillo,CA,93010,875,350,0.43,0.31,4,NULL,NULL
Denny's Delano,EVConnect,14390 County Line Road,Delano,CA,93215,120,50,NULL,NULL,NULL,0.02,NULL
Shell,ChargePoint,1631 Comanche Drive,Bakersfield,CA,93307,62,62,0.58,NULL,NULL,NULL,NULL
Weedpatch Hwy Park and Ride,None,8200 Kimber Avenue,Bakersfield,CA,93307,NULL,NULL,0,NULL,NULL,NULL,NULL
Brady's market,ChargePoint,4467 US-395,Inyokern,CA,93527,62,62,0.58,NULL,NULL,NULL,NULL
Santa Barbara County Building,EVgo,105 East Anapamu Street,Santa Barbara,CA,93101,125,50,0.35,0.3,6.99,NULL,NULL
Inyokern,EVConnect,1669 Airport Road,Inyokern,CA,93527,120,50,0,NULL,NULL,NULL,NULL
Raju Countryside Market,Electrify America,21959 CA-46,Lost Hills,CA,93249,875,350,0.43,0.31,4,NULL,NULL
Target,Electrify America,11000 Stockdale Highway,Bakersfield,CA,93311,875,350,0.43,0.31,4,NULL,NULL
132 Industrial Street,ChargePoint,100 Industrial Street,McFarland,CA,93250,62,62,0.43,NULL,NULL,NULL,NULL
Macerich Pacific View Mall,Electrify America,3301 East Main Street,Ventura,CA,93003,875,350,0.43,0.31,4,NULL,NULL
BOA North Santa Barbara,Electrify America,3790 State Street,Santa Barbara,CA,93105,875,350,0.43,0.31,4,NULL,NULL
The World's Tallest Thermometer,EVgo,72157 Baker Boulevard,Baker,CA,92309,125,50,0.35,0.3,6.99,NULL,NULL
Baker Travel Plaza,ChargePoint,72922 Baker Boulevard,Baker,CA,92309,62,62,0.58,NULL,NULL,NULL,NULL
Ultra Gas and Mart,Electrify America,71808 Baker Boulevard,Baker,CA,92309,875,350,0.43,0.31,4,NULL,NULL
City of Needles Charging Depot,Electrify America,1199 Third Street,Needles,CA,92363,875,350,0.43,0.31,4,NULL,NULL
Najah Hi Sahara Oasis,Electrify America,31251 Goffs Road,Essex Fenner,CA,92332,875,350,0.43,0.31,4,NULL,NULL
Santa Barbara Honda,None,425 South Kellogg Avenue,Goleta,CA,93117,NULL,NULL,0,NULL,NULL,NULL,NULL
Coast Nissan,None,12150 Los Osos Valley Road,San Luis Obispo,CA,93405,NULL,NULL,0,NULL,NULL,NULL,NULL
Nissan of Visalia,None,830 South Ben Maddox Way,Visalia,CA,93292,NULL,NULL,0,NULL,NULL,NULL,NULL
El Rancho Market,"EVgo, None",2886 Mission Drive,Solvang,CA,93463,125,50,0.35,0.3,6.99,NULL,NULL
BMW Santa Maria,ChargePoint,2150 South College Drive,Santa Maria,CA,93455,50,24,0.15,NULL,NULL,0.05,NULL
Marigold Center,EVgo,3900 Broad Street,San Luis Obispo,CA,93401,125,50,0.35,0.3,6.99,NULL,NULL
Cool Hand Luke's,ChargePoint,1111 Riverside Avenue,Paso Robles,CA,93446,50,24,0.25,NULL,NULL,NULL,NULL
Downtown Visalia Parking Garage,EVgo,320 East Acequia Avenue,Visalia,CA,93291,125,50,0.35,0.3,6.99,NULL,NULL
25032 W Dorris Avenue Parking,ChargePoint,25032 West Dorris Avenue,Coalinga,CA,93210,100,50,0.58,NULL,NULL,NULL,NULL
Camp Roberts Southbound Rest Area,ChargePoint,Camp Roberts Southbound Rest Area,Bradley,CA,93426,62,62,0,NULL,NULL,NULL,NULL
Camp Roberts Northbound Rest Area,ChargePoint,Camp Roberts Northbound Rest Area,San Miguel,CA,93451,62,62,0,NULL,NULL,NULL,NULL
City of Pismo Beach - City Hall,EVConnect,760 Mattie Road,Pismo Beach,CA,93449,120,50,0.4,NULL,NULL,NULL,NULL
BOA Paso Robles,Electrify America,1511 Spring Street,Paso Robles,CA,93446,875,350,0.43,0.31,4,NULL,NULL
Pismo Beach Premium Outlets,Electrify America,333 Five Cities Drive,Pismo Beach,CA,93449,875,350,0.43,0.31,4,NULL,NULL
Walmart Supercenter - Tulare,Electrify America,1110 East Prosperity Avenue,Tulare,CA,93274,875,350,0.43,0.31,4,NULL,NULL
"The Wyndham Hotel, Visalia",EVConnect,9000 West Airport Drive,Visalia,CA,93277,120,50,0.4,NULL,NULL,NULL,NULL
Quality Inn,None,1010 East Prosperity Avenue,Tulare,CA,93274,NULL,NULL,NULL,NULL,NULL,0.25,NULL
701 West Cinnamon Drive,ChargePoint,701 West Cinnamon Drive,Lemoore,CA,93245,62,62,0.58,NULL,NULL,NULL,NULL
Shandon Rest Area,ChargePoint,16261 CA-46,Shandon,CA,93461,62,62,0,NULL,NULL,NULL,NULL
Tulare,EVConnect,2700 South Blackstone Street,Tulare,CA,93274,350,350,0.31,NULL,NULL,NULL,NULL
Coso Junction Store,Electrify America,20 Gills Station Road,Olancha,CA,93549,875,350,0.43,0.31,4,NULL,NULL
Harris Ranch Inn & Restaurant,Electrify America,24505 West Dorris Avenue,Coalinga,CA,93210,875,350,0.43,0.31,4,NULL,NULL
Caltrans Maintenance Station - Kettleman City,None,32169 Brown Street,Kettleman City,CA,93239,NULL,NULL,0,NULL,NULL,NULL,NULL
Philip S. Raine Rest Area SB Route 99,None,CA-99 Mile Marker 80,Tulare,CA,93274,NULL,NULL,0,NULL,NULL,NULL,NULL
Philip S. Raine Rest Area NB Route 99,None,CA-99 Mile Marker 80,Tulare,CA,93274,NULL,NULL,0,NULL,NULL,NULL,NULL
Greybill Building,evGateway,1141 Mission Street,San Miguel,CA,93451,NULL,NULL,0.35,NULL,NULL,NULL,NULL
Coso Junction Rest Stop,None,15 Gill Station Coso Road,Olancha,CA,93549,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1980 Old Mission Drive,Electrify America,1980 Old Mission Drive,Solvang,CA,93463,875,350,0.43,0.31,4,NULL,NULL
Target,Electrify America,223 East Betteravia Road,Santa Maria,CA,93454,875,350,0.43,0.31,4,NULL,NULL
Camino Real Marketplace,Electrify America,7004 Market Place Drive,Goleta,CA,93117,875,350,0.43,0.31,4,NULL,NULL
Daniels Wood Land Inc,EVConnect,2125 Ardmore Road,Paso Robles,CA,93446,125,50,0,NULL,NULL,NULL,NULL
"Daniel & Ana Thompson, The Depot Mall",Electrify America,515 Bell Street,Los Alamos,CA,93440,875,350,0.43,0.31,4,NULL,NULL
Cardinale Nissan,None,1661 Del Monte Boulevard,Seaside,CA,93955,NULL,NULL,0,NULL,NULL,NULL,NULL
MY Nissan,None,222 Auto Center Circle,Salinas,CA,93907,NULL,NULL,0,NULL,NULL,NULL,NULL
Nob Hill Foods,EVgo,1912 Main Street,Watsonville,CA,95076,125,50,0.35,0.3,6.99,NULL,NULL
Clovis Commons,EVgo,748 5th Street,Clovis,CA,93612,125,50,0.35,0.3,6.99,NULL,NULL
Whole Foods Market,EVgo,650 West Shaw Avenue,Fresno,CA,93704,125,50,0.35,0.3,6.99,NULL,NULL
Nob Hill Salinas,EVgo,1320 South Main Street,Salinas,CA,93901,125,50,0.35,0.3,6.99,NULL,NULL
Fashion Fair Mall,EVgo,563 East Shaw Avenue,Fresno,CA,93710,125,50,0.35,0.3,6.99,NULL,NULL
Holiday Inn,EVgo,2950 Pea Soup Anderson Boulevard,Selma,CA,93662,125,50,0.35,0.3,6.99,NULL,NULL
1340 Munras Avenue,ChargePoint,1340 Munras Avenue,Monterey,CA,93940,50,24,0.15,NULL,NULL,NULL,NULL
Watsonville Civic Plaza,"ChargePoint, EVgo",264 Rodriguez Street,Watsonville,CA,95076,27,6.5,0,NULL,NULL,NULL,NULL
Lucky,EVgo,1475 41st Avenue,Capitola,CA,95010,125,50,0.35,0.3,6.99,NULL,NULL
The Dunes on Monterey Bay,EVgo,110 General Stillwell Drive,Marina,CA,93933,125,50,0.35,0.3,6.99,NULL,NULL
CA Lottery,ChargePoint,7620 North Del Mar Avenue,Fresno,CA,93711,100,50,0,NULL,NULL,NULL,NULL
Save Mart,EVgo,1504 Howard Road,Madera,CA,93637,125,50,0.35,0.3,6.99,NULL,NULL
Lucky,EVgo,291 McCray Street,Hollister,CA,95023,125,50,0.35,0.3,6.99,NULL,NULL
Lucky,EVgo,2000 California Avenue,Seaside,CA,93955,125,50,0.35,0.3,6.99,NULL,NULL
Prunedale Shopping Center,EVgo,8065 San Miguel Canyon Road,Salinas,CA,93907,125,50,0.35,0.3,6.99,NULL,NULL
Praise Church,EVCS,1600 Willow Avenue,Clovis,CA,93612,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Arbor Faire Shopping Center,Electrify America,3310 West Shaw Avenue,Fresno,CA,93711,875,350,0.43,0.31,4,NULL,NULL
Walmart - Madera,Electrify America,1977 West Cleveland Avenue,Madera,CA,93637,875,350,0.43,0.31,4,NULL,NULL
Walmart - Fresno,Electrify America,7065 North Ingram Avenue,Fresno,CA,93650,875,350,0.43,0.31,4,NULL,NULL
Walmart - Selma,Electrify America,3400 Floral Avenue,Selma,CA,93662,875,350,0.43,0.31,4,NULL,NULL
150 East Via del Parque,ChargePoint,150 East Via del Parque,Fresno,CA,93711,62,62,0.58,NULL,NULL,NULL,NULL
Panoche Shell,Electrify America,46331 West Panoche Road,Firebaugh,CA,93622,875,350,0.43,0.31,4,NULL,NULL
Fairfield Inn & Suites by Marriott Selma Kingsburg,"Tesla, EVConnect",216 Ventura Ct,Kingsburg,CA,93631,NULL,NULL,0,NULL,NULL,NULL,NULL
FoodMaxx @HWY 99,EVgo,1177 Fresno Street,Fresno,CA,93706,125,50,0.35,0.3,6.99,NULL,NULL
"Walmart 2458 - Salinas, CA",Electrify America,1800 North Main Street,Salinas,CA,93906,875,350,0.43,0.31,4,NULL,NULL
Shaw and Dewitt,Electrify America,540 Shaw Avenue,Clovis,CA,93612,875,350,0.43,0.31,4,NULL,NULL
California State University - Fresno,None,5010 North Woodrow Avenue,Fresno,CA,93710,NULL,NULL,0,NULL,NULL,0.2,NULL
Madera,EVConnect,1750 Avenue 17,Madera,CA,93638,350,350,0.2,NULL,NULL,NULL,NULL
